order_id,customer_id,order_date,order_status,payment_method,subtotal,discount_amount,shipping_fee,tax_amount,total_order_value,delivery_city,delivery_state,coupon_code,is_failed_order,is_returned,revenue_leakage_flag,refund_amount,revenue_loss_amount,net_revenue
6957,9263,2026-07-22,Delivered,UPI,3188.4,0.0,0.0,573.91,3762.31,Indore,Madhya Pradesh,No Coupon,No,No,No,491,0.0,3271.31
6958,9519,2025-10-10,Failed,Debit Card,6207.38,459.17,0.0,1034.68,6782.89,Pune,Maharashtra,WELCOME100,Yes,No,Yes,470,6782.89,6312.89
6959,2561,2025-04-17,Delivered,COD,278.67,29.37,50.0,44.87,344.17,Ahmedabad,Gujarat,BIGBASH,No,No,No,144,0.0,200.17
6960,2561,2025-05-02,Delivered,UPI,46428.28,0.0,0.0,8357.09,54785.37,Ahmedabad,Gujarat,No Coupon,No,No,No,175,0.0,54610.37
6961,2561,2025-06-09,Cancelled,Debit Card,1489.26,0.0,0.0,268.07,1757.33,Ahmedabad,Gujarat,No Coupon,No,No,No,299,0.0,1458.33
6962,6069,2025-06-29,Delivered,Wallet,169409.49,0.0,0.0,30493.71,199903.2,Pune,Maharashtra,No Coupon,No,No,No,39,0.0,199864.2
6963,6069,2025-07-16,Cancelled,UPI,11938.38,1266.24,0.0,1920.99,12593.13,Pune,Maharashtra,PAYTM50,No,No,No,463,0.0,12130.13
6964,6069,2025-08-12,Delivered,UPI,238757.81,17366.67,0.0,39850.41,261241.55,Pune,Maharashtra,FESTIVE20,No,No,No,347,0.0,260894.55
6965,6069,2025-09-24,Cancelled,UPI,164977.88,8304.75,0.0,28201.16,184874.29,Pune,Maharashtra,SAVE10,No,No,No,422,0.0,184452.29
6966,6571,2025-02-05,Delivered,Debit Card,547611.72,0.0,0.0,98570.11,646181.83,Bengaluru,Karnataka,No Coupon,No,No,No,119,0.0,646062.83
6967,6571,2025-03-21,Delivered,UPI,11616.03,0.0,0.0,2090.89,13706.92,Bengaluru,Karnataka,No Coupon,No,No,No,457,0.0,13249.92
6968,6571,2025-05-05,Delivered,Net Banking,69142.16,0.0,0.0,12445.59,81587.75,Bengaluru,Karnataka,No Coupon,No,No,No,478,0.0,81109.75
6969,6571,2025-05-20,Delivered,Credit Card,1650.33,40.77,0.0,289.72,1899.28,Bengaluru,Karnataka,FESTIVE20,No,No,No,216,0.0,1683.28
6970,4574,2025-01-17,Cancelled,Credit Card,1880.53,0.0,0.0,338.5,2219.03,Indore,Madhya Pradesh,No Coupon,No,No,No,215,0.0,2004.03
6971,3893,2025-02-12,Delivered,Net Banking,11692.15,443.26,0.0,2024.8,13273.69,Patna,Bihar,PAYTM50,No,No,No,279,0.0,12994.69
6972,3893,2025-03-26,Delivered,UPI,9049.71,114.36,0.0,1608.36,10543.71,Patna,Bihar,FESTIVE20,No,No,No,411,0.0,10132.71
6973,3893,2025-04-30,Cancelled,Net Banking,4550.75,0.0,0.0,819.13,5369.88,Patna,Bihar,No Coupon,No,No,No,160,0.0,5209.88
6974,1105,2024-11-06,Returned,Credit Card,2532.13,294.93,0.0,402.7,2639.9,Jaipur,Rajasthan,PAYTM50,No,Yes,Yes,357,357.0,2282.9
6975,1105,2024-11-29,Delivered,Credit Card,55531.46,0.0,0.0,9995.66,65527.12,Jaipur,Rajasthan,No Coupon,No,No,No,440,0.0,65087.12
6976,1105,2025-01-07,Delivered,UPI,66425.97,0.0,0.0,11956.67,78382.64,Jaipur,Rajasthan,No Coupon,No,No,No,154,0.0,78228.64
6977,1105,2025-02-04,Delivered,Debit Card,90898.31,1192.38,0.0,16147.07,105853.0,Jaipur,Rajasthan,FESTIVE20,No,No,No,90,0.0,105763.0
6978,1105,2025-02-26,Delivered,Debit Card,136292.46,11752.63,0.0,22417.17,146957.0,Jaipur,Rajasthan,WELCOME100,No,No,No,356,0.0,146601.0
6979,1105,2025-03-18,Delivered,UPI,146123.52,19202.52,0.0,22845.78,149766.78,Jaipur,Rajasthan,BIGBASH,No,No,No,2,0.0,149764.78
6980,1105,2025-05-01,Delivered,Credit Card,7717.28,0.0,0.0,1389.11,9106.39,Jaipur,Rajasthan,No Coupon,No,No,No,55,0.0,9051.39
6981,10240,2026-04-11,Delivered,UPI,1123.17,83.91,0.0,187.07,1226.33,Indore,Madhya Pradesh,BIGBASH,No,No,No,14,0.0,1212.33
6982,10240,2026-05-10,Delivered,UPI,14079.33,1608.61,0.0,2244.73,14715.45,Indore,Madhya Pradesh,PAYTM50,No,No,No,179,0.0,14536.45
6983,10240,2026-06-07,Returned,UPI,2897.39,0.0,0.0,521.53,3418.92,Indore,Madhya Pradesh,No Coupon,No,Yes,Yes,285,285.0,3133.92
6984,10240,2026-07-11,Delivered,Net Banking,82559.45,0.0,0.0,14860.7,97420.15,Indore,Madhya Pradesh,No Coupon,No,No,No,67,0.0,97353.15
6985,3798,2025-07-29,Delivered,UPI,3492.14,291.62,0.0,576.09,3776.61,Kochi,Kerala,SAVE10,No,No,No,409,0.0,3367.61
6986,3798,2025-08-30,Delivered,UPI,26324.28,752.08,0.0,4603.0,30175.2,Kochi,Kerala,FESTIVE20,No,No,No,102,0.0,30073.2
6987,8250,2025-04-28,Delivered,Debit Card,1152.55,43.16,0.0,199.69,1309.08,Lucknow,Uttar Pradesh,FESTIVE20,No,No,No,331,0.0,978.08
6988,5314,2025-01-24,Delivered,Credit Card,22472.15,0.0,0.0,4044.99,26517.14,Pune,Maharashtra,No Coupon,No,No,No,443,0.0,26074.14
6989,3397,2026-06-28,Delivered,Credit Card,117963.5,0.0,0.0,21233.43,139196.93,Chennai,Tamil Nadu,No Coupon,No,No,No,397,0.0,138799.93
6990,1315,2026-05-12,Delivered,Credit Card,5210.97,250.12,0.0,892.95,5853.8,Delhi,Delhi,PAYTM50,No,No,No,410,0.0,5443.8
6991,1315,2026-06-03,Failed,UPI,3075.11,396.72,0.0,482.11,3160.5,Delhi,Delhi,PAYTM50,Yes,No,Yes,78,3160.5,3082.5
6992,1315,2026-06-23,Delivered,Net Banking,1647.24,246.61,0.0,252.11,1652.74,Delhi,Delhi,WELCOME100,No,No,No,384,0.0,1268.74
6993,1315,2026-07-28,Delivered,Net Banking,103645.76,8755.4,0.0,17080.26,111970.62,Delhi,Delhi,FESTIVE20,No,No,No,488,0.0,111482.62
6994,2201,2025-01-27,Delivered,Credit Card,859.88,0.0,50.0,154.78,1064.66,Jaipur,Rajasthan,No Coupon,No,No,No,140,0.0,924.66
6995,2201,2025-02-28,Failed,UPI,30788.48,0.0,0.0,5541.93,36330.41,Jaipur,Rajasthan,No Coupon,Yes,No,Yes,54,36330.41,36276.41
6996,2201,2025-04-03,Failed,Credit Card,3802.44,130.46,0.0,660.96,4332.94,Jaipur,Rajasthan,SAVE10,Yes,No,Yes,331,4332.94,4001.94
6997,6241,2025-12-30,Delivered,UPI,93102.74,0.0,0.0,16758.49,109861.23,Ahmedabad,Gujarat,No Coupon,No,No,No,468,0.0,109393.23
6998,6241,2026-02-05,Failed,UPI,663.52,57.95,50.0,109.0,764.57,Ahmedabad,Gujarat,SAVE10,Yes,No,Yes,357,764.57,407.5700000000001
6999,6241,2026-03-02,Delivered,UPI,1137.46,22.0,0.0,200.78,1316.24,Ahmedabad,Gujarat,PAYTM50,No,No,No,477,0.0,839.24
7000,6241,2026-04-02,Failed,Credit Card,120418.91,0.0,0.0,21675.4,142094.31,Ahmedabad,Gujarat,No Coupon,Yes,No,Yes,205,142094.31,141889.31
7001,6241,2026-05-16,Delivered,Credit Card,11092.68,0.0,0.0,1996.68,13089.36,Ahmedabad,Gujarat,No Coupon,No,No,No,245,0.0,12844.36
7002,6241,2026-06-01,Delivered,Net Banking,27236.09,1133.58,0.0,4698.45,30800.96,Ahmedabad,Gujarat,PAYTM50,No,No,No,354,0.0,30446.96
7003,6241,2026-07-08,Delivered,UPI,1901.81,160.53,0.0,313.43,2054.71,Ahmedabad,Gujarat,WELCOME100,No,No,No,66,0.0,1988.71
7004,3252,2025-09-25,Delivered,UPI,52220.19,0.0,0.0,9399.63,61619.82,Delhi,Delhi,No Coupon,No,No,No,470,0.0,61149.82
7005,3252,2025-10-17,Delivered,UPI,9769.27,320.46,0.0,1700.79,11149.6,Delhi,Delhi,WELCOME100,No,No,No,480,0.0,10669.6
7006,3252,2025-11-08,Delivered,Debit Card,1517.9,69.39,0.0,260.73,1709.24,Delhi,Delhi,WELCOME100,No,No,No,70,0.0,1639.24
7007,5422,2025-01-31,Returned,COD,85521.78,5908.1,0.0,14330.46,93944.14,Kolkata,West Bengal,FESTIVE20,No,Yes,Yes,298,298.0,93646.14
7008,5422,2025-03-01,Delivered,UPI,870.54,20.68,50.0,152.97,1052.83,Kolkata,West Bengal,SAVE10,No,No,No,423,0.0,629.8299999999999
7009,5422,2025-03-30,Delivered,UPI,121147.28,2010.13,0.0,21444.69,140581.84,Kolkata,West Bengal,BIGBASH,No,No,No,312,0.0,140269.84
7010,5422,2025-04-30,Returned,UPI,91887.4,0.0,0.0,16539.73,108427.13,Kolkata,West Bengal,No Coupon,No,Yes,Yes,218,218.0,108209.13
7011,5422,2025-05-17,Delivered,UPI,162842.88,13203.26,0.0,26935.13,176574.75,Kolkata,West Bengal,SAVE10,No,No,No,476,0.0,176098.75
7012,5422,2025-07-01,Failed,UPI,2389.45,98.45,0.0,412.38,2703.38,Kolkata,West Bengal,WELCOME100,Yes,No,Yes,459,2703.38,2244.38
7013,5422,2025-07-28,Delivered,Credit Card,2881.52,0.0,0.0,518.67,3400.19,Kolkata,West Bengal,No Coupon,No,No,No,498,0.0,2902.19
7014,7502,2024-11-05,Delivered,Debit Card,4327.77,381.87,0.0,710.26,4656.16,Ahmedabad,Gujarat,SAVE10,No,No,No,3,0.0,4653.16
7015,7502,2024-12-16,Returned,UPI,6776.52,890.39,0.0,1059.5,6945.63,Ahmedabad,Gujarat,PAYTM50,No,Yes,Yes,272,272.0,6673.63
7016,7502,2025-01-09,Delivered,Net Banking,5344.25,451.59,0.0,880.68,5773.34,Ahmedabad,Gujarat,SAVE10,No,No,No,408,0.0,5365.34
7017,7502,2025-02-14,Failed,Net Banking,3177.29,406.18,0.0,498.8,3269.91,Ahmedabad,Gujarat,PAYTM50,Yes,No,Yes,234,3269.91,3035.91
7018,7502,2025-03-03,Cancelled,Debit Card,400.88,37.48,50.0,65.41,478.81,Ahmedabad,Gujarat,FESTIVE20,No,No,No,323,0.0,155.81
7019,7502,2025-03-19,Cancelled,Net Banking,879.21,71.72,50.0,145.35,1002.84,Ahmedabad,Gujarat,BIGBASH,No,No,No,38,0.0,964.84
7020,3494,2024-09-06,Returned,UPI,291790.23,37463.27,0.0,45778.85,300105.81,Lucknow,Uttar Pradesh,SAVE10,No,Yes,Yes,216,216.0,299889.81
7021,3494,2024-10-18,Returned,UPI,52750.88,3560.05,0.0,8854.35,58045.18,Lucknow,Uttar Pradesh,PAYTM50,No,Yes,Yes,87,87.0,57958.18
7022,1803,2024-12-17,Returned,UPI,30043.14,3711.42,0.0,4739.71,31071.43,Kolkata,West Bengal,PAYTM50,No,Yes,Yes,330,330.0,30741.43
7023,1803,2025-01-25,Delivered,UPI,26888.74,3287.48,0.0,4248.23,27849.49,Kolkata,West Bengal,SAVE10,No,No,No,319,0.0,27530.49
7024,1803,2025-02-24,Delivered,UPI,2854.6,290.14,0.0,461.6,3026.06,Kolkata,West Bengal,WELCOME100,No,No,No,307,0.0,2719.06
7025,1803,2025-03-26,Delivered,Credit Card,8590.48,0.0,0.0,1546.29,10136.77,Kolkata,West Bengal,No Coupon,No,No,No,421,0.0,9715.77
7026,1803,2025-04-13,Cancelled,UPI,292679.7,0.0,0.0,52682.35,345362.05,Kolkata,West Bengal,No Coupon,No,No,No,453,0.0,344909.05
7027,1803,2025-05-13,Delivered,COD,107030.7,14047.56,0.0,16736.97,109720.11,Kolkata,West Bengal,BIGBASH,No,No,No,53,0.0,109667.11
7028,4175,2025-01-24,Delivered,UPI,7279.1,779.87,0.0,1169.86,7669.09,Jaipur,Rajasthan,SAVE10,No,No,No,12,0.0,7657.09
7029,4175,2025-02-13,Returned,UPI,15409.14,2209.67,0.0,2375.9,15575.37,Jaipur,Rajasthan,BIGBASH,No,Yes,Yes,319,319.0,15256.37
7030,4175,2025-03-01,Cancelled,UPI,2323.31,0.0,0.0,418.2,2741.51,Jaipur,Rajasthan,No Coupon,No,No,No,53,0.0,2688.51
7031,4175,2025-03-24,Failed,UPI,110118.08,10768.74,0.0,17882.88,117232.22,Jaipur,Rajasthan,PAYTM50,Yes,No,Yes,88,117232.22,117144.22
7032,4175,2025-04-11,Delivered,Credit Card,139737.32,0.0,0.0,25152.72,164890.04,Jaipur,Rajasthan,No Coupon,No,No,No,100,0.0,164790.04
7033,4175,2025-05-01,Delivered,UPI,88326.88,0.0,0.0,15898.84,104225.72,Jaipur,Rajasthan,No Coupon,No,No,No,288,0.0,103937.72
7034,4175,2025-06-15,Delivered,UPI,2013.15,81.59,0.0,347.68,2279.24,Jaipur,Rajasthan,SAVE10,No,No,No,115,0.0,2164.24
7035,845,2025-04-09,Delivered,UPI,6417.4,709.54,0.0,1027.41,6735.27,Kolkata,West Bengal,PAYTM50,No,No,No,440,0.0,6295.27
7036,845,2025-04-28,Cancelled,Credit Card,1671.74,0.0,0.0,300.91,1972.65,Kolkata,West Bengal,No Coupon,No,No,No,170,0.0,1802.65
7037,845,2025-05-17,Delivered,Debit Card,77244.61,0.0,0.0,13904.03,91148.64,Kolkata,West Bengal,No Coupon,No,No,No,76,0.0,91072.64
7038,845,2025-06-20,Returned,UPI,44508.15,4073.53,0.0,7278.23,47712.85,Kolkata,West Bengal,SAVE10,No,Yes,Yes,78,78.0,47634.85
7039,845,2025-08-03,Delivered,Credit Card,1623.11,21.88,0.0,288.22,1889.45,Kolkata,West Bengal,PAYTM50,No,No,No,264,0.0,1625.45
7040,2159,2025-04-20,Delivered,UPI,2068.04,0.0,0.0,372.25,2440.29,Kochi,Kerala,No Coupon,No,No,No,216,0.0,2224.29
7041,2159,2025-05-20,Delivered,UPI,3345.95,0.0,0.0,602.27,3948.22,Kochi,Kerala,No Coupon,No,No,No,256,0.0,3692.22
7042,7608,2026-04-09,Delivered,COD,10981.21,0.25,0.0,1976.57,12957.53,Jaipur,Rajasthan,BIGBASH,No,No,No,179,0.0,12778.53
7043,7608,2026-04-30,Delivered,Debit Card,940.86,0.0,50.0,169.35,1160.21,Jaipur,Rajasthan,No Coupon,No,No,No,467,0.0,693.21
7044,7608,2026-06-10,Delivered,Wallet,68703.86,4860.29,0.0,11491.84,75335.41,Jaipur,Rajasthan,FESTIVE20,No,No,No,64,0.0,75271.41
7045,7608,2026-07-10,Delivered,Debit Card,465336.92,0.0,0.0,83760.65,549097.57,Jaipur,Rajasthan,No Coupon,No,No,No,321,0.0,548776.57
7046,3323,2025-05-14,Delivered,UPI,909.66,105.86,50.0,144.68,998.48,Kochi,Kerala,BIGBASH,No,No,No,193,0.0,805.48
7047,3323,2025-06-12,Delivered,Credit Card,21975.24,3081.44,0.0,3400.88,22294.68,Kochi,Kerala,SAVE10,No,No,No,179,0.0,22115.68
7048,3323,2025-07-13,Delivered,UPI,197677.56,15269.81,0.0,32833.39,215241.14,Kochi,Kerala,SAVE10,No,No,No,76,0.0,215165.14
7049,3323,2025-08-26,Delivered,Debit Card,1806.34,127.92,0.0,302.12,1980.54,Kochi,Kerala,WELCOME100,No,No,No,416,0.0,1564.54
7050,1178,2024-11-24,Delivered,Credit Card,51713.53,2812.55,0.0,8802.18,57703.16,Patna,Bihar,WELCOME100,No,No,No,150,0.0,57553.16
7051,8963,2025-09-18,Returned,UPI,73164.93,0.0,0.0,13169.69,86334.62,Kochi,Kerala,No Coupon,No,Yes,Yes,237,237.0,86097.62
7052,8963,2025-10-23,Returned,Wallet,845.58,91.69,50.0,135.7,939.59,Kochi,Kerala,PAYTM50,No,Yes,Yes,171,171.0,768.59
7053,8963,2025-12-01,Cancelled,UPI,53191.61,0.0,0.0,9574.49,62766.1,Kochi,Kerala,No Coupon,No,No,No,379,0.0,62387.1
7054,8963,2026-01-01,Delivered,COD,8186.38,69.42,0.0,1461.05,9578.01,Kochi,Kerala,BIGBASH,No,No,No,333,0.0,9245.01
7055,8963,2026-02-09,Delivered,UPI,47207.49,1269.33,0.0,8268.87,54207.03,Kochi,Kerala,SAVE10,No,No,No,118,0.0,54089.03
7056,8963,2026-03-17,Delivered,COD,2421.09,260.49,0.0,388.91,2549.51,Kochi,Kerala,FESTIVE20,No,No,No,154,0.0,2395.51
7057,8963,2026-04-27,Delivered,Debit Card,2155.48,0.0,0.0,387.99,2543.47,Kochi,Kerala,No Coupon,No,No,No,215,0.0,2328.47
7058,7122,2026-02-08,Delivered,UPI,11485.16,593.85,0.0,1960.44,12851.75,Kolkata,West Bengal,BIGBASH,No,No,No,272,0.0,12579.75
7059,7122,2026-03-24,Delivered,COD,37169.45,0.0,0.0,6690.5,43859.95,Kolkata,West Bengal,No Coupon,No,No,No,16,0.0,43843.95
7060,7122,2026-04-08,Delivered,UPI,1731.13,221.18,0.0,271.79,1781.74,Kolkata,West Bengal,WELCOME100,No,No,No,230,0.0,1551.74
7061,7122,2026-04-25,Delivered,Credit Card,1714.85,98.35,0.0,290.97,1907.47,Kolkata,West Bengal,BIGBASH,No,No,No,180,0.0,1727.47
7062,7122,2026-06-07,Delivered,Credit Card,400.88,0.0,50.0,72.16,523.04,Kolkata,West Bengal,No Coupon,No,No,No,423,0.0,100.03999999999996
7063,7122,2026-07-06,Delivered,Credit Card,1278.0,0.0,0.0,230.04,1508.04,Kolkata,West Bengal,No Coupon,No,No,No,206,0.0,1302.04
7064,1456,2025-09-05,Failed,UPI,124744.79,10822.59,0.0,20506.0,134428.2,Mumbai,Maharashtra,SAVE10,Yes,No,Yes,190,134428.2,134238.2
7065,1456,2025-09-28,Delivered,Wallet,2644.87,125.51,0.0,453.48,2972.84,Mumbai,Maharashtra,PAYTM50,No,No,No,149,0.0,2823.84
7066,1456,2025-11-09,Delivered,UPI,146185.09,0.0,0.0,26313.32,172498.41,Mumbai,Maharashtra,No Coupon,No,No,No,209,0.0,172289.41
7067,1456,2025-12-20,Delivered,UPI,125491.71,14241.14,0.0,20025.1,131275.67,Mumbai,Maharashtra,WELCOME100,No,No,No,270,0.0,131005.67
7068,1456,2026-01-29,Delivered,Debit Card,3669.05,205.09,0.0,623.51,4087.47,Mumbai,Maharashtra,PAYTM50,No,No,No,65,0.0,4022.47
7069,1456,2026-03-08,Delivered,UPI,37524.09,1346.98,0.0,6511.88,42688.99,Mumbai,Maharashtra,PAYTM50,No,No,No,72,0.0,42616.99
7070,19,2024-12-09,Failed,Debit Card,103645.76,10434.13,0.0,16778.09,109989.72,Jaipur,Rajasthan,PAYTM50,Yes,No,Yes,131,109989.72,109858.72
7071,19,2024-12-29,Delivered,Credit Card,141205.24,9425.84,0.0,23720.29,155499.69,Jaipur,Rajasthan,SAVE10,No,No,No,347,0.0,155152.69
7072,19,2025-02-05,Delivered,Net Banking,91187.5,0.0,0.0,16413.75,107601.25,Jaipur,Rajasthan,No Coupon,No,No,No,51,0.0,107550.25
7073,19,2025-03-20,Delivered,Credit Card,325564.76,3177.32,0.0,58029.74,380417.18,Jaipur,Rajasthan,FESTIVE20,No,No,No,394,0.0,380023.18
7074,19,2025-04-17,Delivered,UPI,271055.76,11050.53,0.0,46800.94,306806.17,Jaipur,Rajasthan,FESTIVE20,No,No,No,305,0.0,306501.17
7075,19,2025-06-01,Delivered,Debit Card,2326.41,13.56,0.0,416.31,2729.16,Jaipur,Rajasthan,SAVE10,No,No,No,125,0.0,2604.16
7076,19,2025-06-25,Delivered,Net Banking,16578.63,0.0,0.0,2984.15,19562.78,Jaipur,Rajasthan,No Coupon,No,No,No,316,0.0,19246.78
7077,1103,2025-07-29,Delivered,UPI,1811.5,160.8,0.0,297.13,1947.83,Indore,Madhya Pradesh,WELCOME100,No,No,No,225,0.0,1722.83
7078,1103,2025-09-10,Failed,UPI,119759.19,0.0,0.0,21556.65,141315.84,Indore,Madhya Pradesh,No Coupon,Yes,No,Yes,258,141315.84,141057.84
7079,1103,2025-10-04,Delivered,Credit Card,278.67,6.6,50.0,48.97,371.04,Indore,Madhya Pradesh,FESTIVE20,No,No,No,415,0.0,-43.95999999999998
7080,6270,2026-06-13,Cancelled,Debit Card,2387.75,192.92,0.0,395.07,2589.9,Pune,Maharashtra,FESTIVE20,No,No,No,326,0.0,2263.9
7081,6270,2026-07-06,Delivered,UPI,47893.54,0.0,0.0,8620.84,56514.38,Pune,Maharashtra,No Coupon,No,No,No,29,0.0,56485.38
7082,6270,2026-08-12,Delivered,Wallet,62639.65,5590.87,0.0,10268.78,67317.56,Pune,Maharashtra,SAVE10,No,No,No,290,0.0,67027.56
7083,6244,2025-05-08,Delivered,UPI,9952.97,240.63,0.0,1748.22,11460.56,Patna,Bihar,BIGBASH,No,No,No,127,0.0,11333.56
7084,6244,2025-06-18,Delivered,COD,2263.57,0.0,0.0,407.44,2671.01,Patna,Bihar,No Coupon,No,No,No,176,0.0,2495.01
7085,4836,2025-10-09,Delivered,Credit Card,8395.14,0.0,0.0,1511.13,9906.27,Indore,Madhya Pradesh,No Coupon,No,No,No,131,0.0,9775.27
7086,4836,2025-11-04,Delivered,UPI,42096.19,3842.47,0.0,6885.67,45139.39,Indore,Madhya Pradesh,FESTIVE20,No,No,No,173,0.0,44966.39
7087,4836,2025-12-04,Delivered,UPI,11616.64,135.45,0.0,2066.61,13547.8,Indore,Madhya Pradesh,BIGBASH,No,No,No,399,0.0,13148.8
7088,4836,2026-01-17,Delivered,Credit Card,636.21,94.29,50.0,97.55,689.47,Indore,Madhya Pradesh,BIGBASH,No,No,No,461,0.0,228.47000000000003
7089,4836,2026-02-01,Delivered,Credit Card,293.19,31.9,50.0,47.03,358.32,Indore,Madhya Pradesh,WELCOME100,No,No,No,64,0.0,294.32
7090,4836,2026-02-21,Returned,UPI,2559.79,282.4,0.0,409.93,2687.32,Indore,Madhya Pradesh,FESTIVE20,No,Yes,Yes,349,349.0,2338.32
7091,4836,2026-03-14,Returned,Credit Card,104097.35,0.0,0.0,18737.52,122834.87,Indore,Madhya Pradesh,No Coupon,No,Yes,Yes,252,252.0,122582.87
7092,5290,2025-07-04,Cancelled,Credit Card,106128.13,6855.85,0.0,17869.01,117141.29,Indore,Madhya Pradesh,FESTIVE20,No,No,No,487,0.0,116654.29
7093,5290,2025-07-26,Delivered,COD,7768.0,0.0,0.0,1398.24,9166.24,Indore,Madhya Pradesh,No Coupon,No,No,No,95,0.0,9071.24
7094,5290,2025-08-10,Delivered,Debit Card,3717.81,0.0,0.0,669.21,4387.02,Indore,Madhya Pradesh,No Coupon,No,No,No,446,0.0,3941.02
7095,5290,2025-08-29,Delivered,UPI,360898.1,43399.22,0.0,57149.8,374648.68,Indore,Madhya Pradesh,SAVE10,No,No,No,96,0.0,374552.68
7096,5290,2025-10-03,Delivered,Debit Card,4138.39,0.0,0.0,744.91,4883.3,Indore,Madhya Pradesh,No Coupon,No,No,No,424,0.0,4459.3
7097,5290,2025-11-03,Failed,Debit Card,47452.25,0.0,0.0,8541.4,55993.65,Indore,Madhya Pradesh,No Coupon,Yes,No,Yes,343,55993.65,55650.65
7098,1009,2026-04-17,Delivered,Credit Card,141866.71,0.0,0.0,25536.01,167402.72,Kolkata,West Bengal,No Coupon,No,No,No,0,0.0,167402.72
7099,1009,2026-05-30,Delivered,Debit Card,6565.14,51.44,0.0,1172.47,7686.17,Kolkata,West Bengal,PAYTM50,No,No,No,85,0.0,7601.17
7100,1009,2026-06-25,Delivered,Net Banking,5615.56,343.91,0.0,948.9,6220.55,Kolkata,West Bengal,WELCOME100,No,No,No,256,0.0,5964.55
7101,1009,2026-07-31,Delivered,Credit Card,652.5,40.96,50.0,110.08,771.62,Kolkata,West Bengal,PAYTM50,No,No,No,480,0.0,291.62
7102,8031,2025-03-31,Delivered,UPI,90898.31,2410.69,0.0,15927.77,104415.39,Hyderabad,Telangana,FESTIVE20,No,No,No,272,0.0,104143.39
7103,8031,2025-05-10,Returned,UPI,70830.14,9570.26,0.0,11026.78,72286.66,Hyderabad,Telangana,FESTIVE20,No,Yes,Yes,101,101.0,72185.66
7104,8031,2025-06-09,Cancelled,COD,1291.43,0.0,0.0,232.46,1523.89,Hyderabad,Telangana,No Coupon,No,No,No,233,0.0,1290.89
7105,1680,2025-07-27,Delivered,UPI,3970.58,75.01,0.0,701.2,4596.77,Ahmedabad,Gujarat,SAVE10,No,No,No,359,0.0,4237.77
7106,1680,2025-08-12,Delivered,UPI,35533.04,2351.86,0.0,5972.61,39153.79,Ahmedabad,Gujarat,BIGBASH,No,No,No,288,0.0,38865.79
7107,1680,2025-09-26,Delivered,UPI,174294.31,0.0,0.0,31372.98,205667.29,Ahmedabad,Gujarat,No Coupon,No,No,No,88,0.0,205579.29
7108,1698,2024-09-21,Delivered,Debit Card,71070.2,0.0,0.0,12792.64,83862.84,Chennai,Tamil Nadu,No Coupon,No,No,No,19,0.0,83843.84
7109,441,2026-05-22,Delivered,Net Banking,242120.59,14888.68,0.0,40901.74,268133.65,Jaipur,Rajasthan,SAVE10,No,No,No,227,0.0,267906.65
7110,441,2026-06-10,Delivered,Credit Card,3615.69,118.61,0.0,629.47,4126.55,Jaipur,Rajasthan,SAVE10,No,No,No,227,0.0,3899.55
7111,441,2026-07-21,Delivered,UPI,1826.44,0.0,0.0,328.76,2155.2,Jaipur,Rajasthan,No Coupon,No,No,No,126,0.0,2029.2
7112,8584,2026-07-28,Delivered,Credit Card,369.78,35.19,50.0,60.23,444.82,Patna,Bihar,SAVE10,No,No,No,73,0.0,371.82
7113,3796,2025-04-14,Delivered,UPI,78832.96,0.0,0.0,14189.93,93022.89,Ahmedabad,Gujarat,No Coupon,No,No,No,108,0.0,92914.89
7114,3796,2025-05-17,Delivered,UPI,1647.81,171.99,0.0,265.65,1741.47,Ahmedabad,Gujarat,PAYTM50,No,No,No,404,0.0,1337.47
7115,3796,2025-06-18,Delivered,UPI,198787.97,20181.25,0.0,32149.21,210755.93,Ahmedabad,Gujarat,PAYTM50,No,No,No,147,0.0,210608.93
7116,3796,2025-07-16,Delivered,UPI,88482.29,9228.71,0.0,14265.64,93519.22,Ahmedabad,Gujarat,WELCOME100,No,No,No,449,0.0,93070.22
7117,1351,2025-11-27,Delivered,Debit Card,4786.56,436.76,0.0,782.96,5132.76,Indore,Madhya Pradesh,WELCOME100,No,No,No,159,0.0,4973.76
7118,1351,2025-12-25,Returned,UPI,2211.94,60.31,0.0,387.29,2538.92,Indore,Madhya Pradesh,PAYTM50,No,Yes,Yes,377,377.0,2161.92
7119,1351,2026-01-16,Delivered,Net Banking,58822.41,0.0,0.0,10588.03,69410.44,Indore,Madhya Pradesh,No Coupon,No,No,No,136,0.0,69274.44
7120,1351,2026-02-14,Delivered,Debit Card,122861.23,5613.22,0.0,21104.64,138352.65,Indore,Madhya Pradesh,PAYTM50,No,No,No,190,0.0,138162.65
7121,1351,2026-03-19,Delivered,UPI,2674.52,221.5,0.0,441.54,2894.56,Indore,Madhya Pradesh,WELCOME100,No,No,No,185,0.0,2709.56
7122,1351,2026-04-23,Delivered,UPI,1312.43,0.0,0.0,236.24,1548.67,Indore,Madhya Pradesh,No Coupon,No,No,No,345,0.0,1203.67
7123,1351,2026-05-14,Returned,UPI,4074.08,0.0,0.0,733.33,4807.41,Indore,Madhya Pradesh,No Coupon,No,Yes,Yes,405,405.0,4402.41
7124,8873,2026-02-09,Cancelled,Wallet,88708.72,12659.08,0.0,13688.94,89738.58,Indore,Madhya Pradesh,WELCOME100,No,No,No,10,0.0,89728.58
