return_refund_id,order_id,order_item_id,return_type,return_request_date,return_reason,returned_quantity,product_condition,refund_status,refund_request_date,refund_processed_date,refund_amount,reverse_logistics_cost,restocking_cost,refund_delay_days,is_full_refund
4497,5367,9163,Quality Issue,2025-01-21,Customer Refused,1,Sellable,Processed,2025-01-22,2025-01-25,27071.3,149.26,14.84,6,Yes
4498,5371,9169,Wrong Item,2026-06-22,Late Delivery,1,Damaged,Pending,2026-06-22,2026-06-24,6458.04,126.17,28.73,1,Yes
4499,5372,9170,Quality Issue,2026-07-20,Customer Refused,1,Opened,Failed,2026-07-21,2026-07-24,35187.89,127.47,12.89,2,Yes
4500,5375,9177,Late Delivery,2025-07-31,Late Delivery,1,Opened,Processed,2025-07-31,2025-08-01,3248.66,60.3,37.46,8,Yes
4501,5375,9178,Quality Issue,2025-08-02,Late Delivery,2,Damaged,Pending,2025-08-02,2025-08-05,221279.26,62.01,31.03,5,Yes
4502,5376,9179,Quality Issue,2025-10-28,Late Delivery,1,Sellable,Pending,2025-10-28,2025-10-31,76791.82,94.31,21.09,2,Yes
4503,5381,9184,Quality Issue,2024-09-16,Customer Refused,1,Damaged,Processed,2024-09-17,2024-09-19,1233.75,107.26,34.83,7,Yes
4504,5383,9186,Quality Issue,2025-10-09,Customer Refused,1,Sellable,Processed,2025-10-09,2025-10-10,83953.83,100.64,11.58,9,Yes
4505,5384,9187,Wrong Item,2025-09-14,Product Quality,1,Sellable,Processed,2025-09-14,2025-09-16,2511.77,130.88,15.72,8,Yes
4506,5385,9188,Wrong Item,2026-01-24,Damaged Product,1,Defective,Processed,2026-01-24,2026-01-27,2901.62,138.01,29.48,8,Yes
4507,5389,9193,Quality Issue,2025-11-11,Customer Refused,2,Sellable,Failed,2025-11-11,2025-11-13,4121.9,56.72,35.88,1,Yes
4508,5389,9194,Quality Issue,2025-11-09,Customer Refused,1,Opened,Processed,2025-11-09,2025-11-10,1768.72,87.63,21.02,6,Yes
4509,5392,9198,Quality Issue,2026-05-17,Customer Refused,1,Damaged,Processed,2026-05-17,2026-05-19,92338.19,139.33,27.81,8,Yes
4510,5392,9199,Quality Issue,2026-05-17,Customer Refused,3,Opened,Processed,2026-05-17,2026-05-18,427173.0,78.05,27.72,9,Yes
4511,5392,9200,Wrong Item,2026-05-15,Customer Refused,1,Opened,Pending,2026-05-15,2026-05-16,1648.24,107.19,29.03,6,Yes
4512,5392,9201,Quality Issue,2026-05-14,Customer Refused,1,Damaged,Pending,2026-05-14,2026-05-15,51993.79,96.41,25.05,4,Yes
4513,5393,9202,Quality Issue,2025-09-07,Late Delivery,1,Damaged,Processed,2025-09-07,2025-09-09,854.62,58.03,13.89,9,Yes
4514,5394,9203,Wrong Item,2025-10-21,Late Delivery,1,Damaged,Processed,2025-10-21,2025-10-24,4797.87,120.22,29.24,2,Yes
4515,5395,9204,Quality Issue,2024-11-14,Late Delivery,2,Opened,Failed,2024-11-14,2024-11-16,6776.52,116.13,19.12,5,Yes
4516,5395,9205,Late Delivery,2024-11-11,Late Delivery,3,Opened,Processed,2024-11-11,2024-11-12,6274.53,63.95,31.49,5,Yes
4517,5397,9207,Quality Issue,2026-06-28,Customer Refused,2,Sellable,Processed,2026-06-28,2026-06-30,7525.43,103.61,25.54,4,Yes
4518,5401,9217,Wrong Item,2026-01-23,Size/Fit Issue,1,Sellable,Processed,2026-01-23,2026-01-25,970.1,163.24,26.35,7,Yes
4519,5403,9223,Late Delivery,2026-06-18,Customer Refused,1,Opened,Processed,2026-06-18,2026-06-20,2682.04,93.92,33.17,9,Yes
4520,5403,9224,Quality Issue,2026-06-22,Customer Refused,1,Opened,Failed,2026-06-22,2026-06-25,1698.53,149.13,27.81,9,Yes
4521,5406,9228,Quality Issue,2024-09-06,Customer Refused,2,Opened,Processed,2024-09-06,2024-09-07,53526.77,91.22,11.01,6,Yes
4522,5406,9229,Quality Issue,2024-09-06,Customer Refused,1,Damaged,Processed,2024-09-06,2024-09-08,63414.38,61.11,38.01,5,Yes
4523,5407,9230,Wrong Item,2025-03-19,Customer Refused,1,Opened,Processed,2025-03-19,2025-03-22,83334.6,91.34,23.54,7,Yes
4524,5412,9243,Quality Issue,2024-09-04,Product Quality,1,Opened,Processed,2024-09-05,2024-09-06,28999.02,102.55,19.84,1,Yes
4525,5413,9244,Quality Issue,2026-03-29,Customer Refused,1,Damaged,Processed,2026-03-29,2026-04-01,536.2,122.47,39.09,4,Yes
4526,5417,9249,Wrong Item,2025-12-02,Late Delivery,1,Opened,Processed,2025-12-02,2025-12-03,353.26,120.39,33.56,4,Yes
4527,5419,9251,Quality Issue,2026-03-21,Late Delivery,1,Damaged,Processed,2026-03-21,2026-03-23,264.25,141.59,39.73,6,Yes
4528,5419,9252,Wrong Item,2026-03-20,Late Delivery,1,Damaged,Pending,2026-03-20,2026-03-23,137474.82,70.11,39.27,5,Yes
4529,5421,9254,Late Delivery,2025-12-07,Product Quality,1,Defective,Processed,2025-12-07,,83286.01,117.36,21.79,3,Yes
4530,5422,9255,Wrong Item,2026-01-11,Late Delivery,1,Damaged,Processed,2026-01-11,2026-01-14,42143.67,89.06,30.18,6,Yes
4531,5422,9256,Quality Issue,2026-01-12,Late Delivery,2,Damaged,Processed,2026-01-12,2026-01-13,217875.49,104.24,21.55,2,Yes
4532,5422,9257,Wrong Item,2026-01-12,Late Delivery,1,Damaged,Pending,2026-01-12,2026-01-14,22990.79,117.34,10.92,9,Yes
4533,5424,9261,Wrong Item,2025-02-08,Late Delivery,2,Damaged,Processed,2025-02-08,2025-02-10,52102.31,98.59,15.83,9,Yes
4534,5424,9262,Quality Issue,2025-02-08,Late Delivery,1,Opened,Processed,2025-02-08,2025-02-10,106406.72,71.21,37.42,3,Yes
4535,5425,9263,Late Delivery,2025-03-04,Customer Refused,1,Opened,Processed,2025-03-04,2025-03-06,1974.35,105.42,11.86,5,Yes
4536,5426,9264,Quality Issue,2026-02-08,Product Quality,1,Sellable,Processed,2026-02-09,2026-02-11,2523.95,76.95,21.15,7,Yes
4537,5427,9270,Late Delivery,2025-05-30,Late Delivery,1,Sellable,Pending,2025-05-31,2025-06-03,1296.81,110.63,32.24,7,Yes
4538,5430,9279,Late Delivery,2025-07-15,Not as Described,1,Sellable,Processed,2025-07-15,,0.0,85.35,22.51,6,No
4539,5433,9282,Wrong Item,2024-11-27,Customer Refused,2,Opened,Processed,2024-11-27,2024-11-29,181762.66,96.52,16.08,4,Yes
4540,5438,9288,Wrong Item,2025-03-24,Late Delivery,3,Opened,Processed,2025-03-24,2025-03-25,295923.92,94.41,17.6,6,Yes
4541,5438,9289,Wrong Item,2025-03-23,Late Delivery,1,Damaged,Processed,2025-03-23,2025-03-25,4982.65,54.04,29.77,9,Yes
4542,5438,9290,Quality Issue,2025-03-23,Late Delivery,1,Sellable,Processed,2025-03-23,2025-03-26,1279.09,119.73,33.17,4,Yes
4543,5439,9291,Late Delivery,2026-02-25,Customer Refused,1,Sellable,Processed,2026-02-25,2026-02-26,26621.13,91.68,32.02,8,Yes
4544,5440,9292,Late Delivery,2026-05-02,Customer Refused,1,Sellable,Pending,2026-05-02,2026-05-04,628.26,61.4,21.86,2,Yes
4545,5442,9298,Quality Issue,2024-12-24,Damaged Product,1,Defective,Pending,2024-12-24,2024-12-28,46974.46,90.3,25.68,1,Yes
4546,5443,9300,Wrong Item,2026-02-17,Late Delivery,1,Sellable,Processed,2026-02-17,2026-02-18,2058.22,103.41,33.52,3,Yes
4547,5443,9301,Late Delivery,2026-02-14,Late Delivery,1,Damaged,Processed,2026-02-14,2026-02-16,3569.71,82.87,23.79,7,Yes
4548,5443,9302,Wrong Item,2026-02-15,Late Delivery,1,Sellable,Pending,2026-02-15,2026-02-18,3748.33,104.01,28.83,5,Yes
4549,5444,9303,Quality Issue,2024-10-07,Late Delivery,1,Sellable,Processed,2024-10-07,2024-10-09,3115.1,112.66,21.6,6,Yes
4550,5446,9305,Quality Issue,2025-02-02,Customer Refused,1,Opened,Processed,2025-02-02,2025-02-05,35199.45,131.84,23.63,9,Yes
4551,5446,9306,Quality Issue,2025-02-02,Customer Refused,1,Sellable,Processed,2025-02-02,2025-02-03,1943.32,68.34,14.58,8,Yes
4552,5451,9313,Wrong Item,2026-07-17,Customer Refused,3,Damaged,Pending,2026-07-17,2026-07-19,108150.18,138.85,26.55,6,Yes
4553,5451,9314,Wrong Item,2026-07-17,Customer Refused,1,Opened,Pending,2026-07-17,2026-07-19,2551.16,113.73,35.97,3,Yes
4554,5454,9318,Late Delivery,2025-08-17,Late Delivery,1,Opened,Processed,2025-08-17,2025-08-20,2600.25,120.81,25.45,4,Yes
4555,5457,9321,Late Delivery,2025-05-18,Customer Refused,1,Sellable,Pending,2025-05-18,2025-05-20,3212.61,94.24,28.28,4,Yes
4556,5461,9327,Wrong Item,2025-06-09,Late Delivery,1,Opened,Pending,2025-06-09,2025-06-11,2479.15,67.15,31.36,6,Yes
4557,5461,9328,Wrong Item,2025-06-08,Late Delivery,1,Opened,Pending,2025-06-08,2025-06-11,1312.43,73.92,12.42,7,Yes
4558,5470,9339,Wrong Item,2025-09-25,Customer Refused,1,Sellable,Processed,2025-09-25,2025-09-28,1188.09,115.36,22.62,9,Yes
4559,5472,9341,Quality Issue,2026-02-12,Customer Refused,1,Sellable,Processed,2026-02-12,2026-02-14,3669.05,115.13,30.81,7,Yes
4560,5472,9342,Quality Issue,2026-02-10,Customer Refused,1,Sellable,Failed,2026-02-10,2026-02-11,6762.4,67.23,20.72,8,Yes
4561,5472,9343,Late Delivery,2026-02-09,Customer Refused,1,Sellable,Processed,2026-02-09,2026-02-10,14895.15,136.65,28.51,3,Yes
4562,5472,9344,Late Delivery,2026-02-10,Customer Refused,1,Sellable,Processed,2026-02-10,2026-02-12,14022.3,106.56,27.84,8,Yes
4563,5473,9345,Late Delivery,2025-07-28,Customer Refused,1,Opened,Processed,2025-07-28,2025-07-31,14129.03,112.52,29.77,4,Yes
4564,5473,9346,Wrong Item,2025-07-30,Customer Refused,1,Opened,Pending,2025-07-30,2025-08-01,150.15,100.47,37.65,2,Yes
4565,5474,9347,Late Delivery,2025-09-07,Damaged Product,1,Opened,Processed,2025-09-08,2025-09-09,18027.0,68.51,21.87,6,Yes
4566,5475,9349,Wrong Item,2026-03-11,Late Delivery,1,Sellable,Pending,2026-03-11,2026-03-12,18497.48,113.9,28.5,9,Yes
4567,5476,9350,Quality Issue,2026-04-18,Customer Refused,1,Sellable,Processed,2026-04-18,2026-04-20,1809.51,96.23,28.59,8,Yes
4568,5476,9351,Wrong Item,2026-04-17,Customer Refused,2,Damaged,Processed,2026-04-17,2026-04-20,139412.7,135.13,39.15,2,Yes
4569,5479,9354,Wrong Item,2025-02-27,Late Delivery,1,Sellable,Pending,2025-02-28,2025-03-02,1482.12,84.48,11.63,9,Yes
4570,5480,9355,Quality Issue,2025-12-30,Customer Refused,1,Sellable,Pending,2025-12-30,2025-12-31,2638.83,98.88,30.97,3,Yes
4571,5480,9356,Late Delivery,2025-12-31,Customer Refused,1,Opened,Processed,2025-12-31,2026-01-03,9236.83,123.82,18.26,8,Yes
4572,5485,9362,Wrong Item,2025-02-16,Customer Refused,1,Sellable,Processed,2025-02-16,2025-02-18,2090.42,65.42,29.44,5,Yes
4573,5485,9363,Quality Issue,2025-02-13,Customer Refused,1,Opened,Processed,2025-02-13,2025-02-16,1189.09,92.37,29.39,4,Yes
4574,5485,9364,Quality Issue,2025-02-15,Customer Refused,1,Opened,Processed,2025-02-15,2025-02-16,29314.42,93.88,13.91,9,Yes
4575,5485,9365,Quality Issue,2025-02-13,Customer Refused,1,Damaged,Processed,2025-02-13,2025-02-16,6769.89,74.72,37.5,8,Yes
4576,5485,9366,Wrong Item,2025-02-12,Customer Refused,1,Sellable,Pending,2025-02-12,2025-02-13,78739.73,76.03,37.58,2,Yes
4577,5486,9367,Wrong Item,2025-03-24,Customer Refused,1,Opened,Pending,2025-03-24,2025-03-25,2423.62,125.99,12.2,6,Yes
4578,5486,9368,Late Delivery,2025-03-27,Customer Refused,1,Opened,Processed,2025-03-27,2025-03-28,60251.54,93.67,39.22,7,Yes
4579,5486,9369,Late Delivery,2025-03-26,Customer Refused,1,Damaged,Processed,2025-03-26,2025-03-27,173.57,70.31,39.32,3,Yes
4580,5490,9374,Wrong Item,2025-11-23,Customer Refused,1,Damaged,Failed,2025-11-23,2025-11-24,25975.94,80.61,27.13,2,Yes
4581,5491,9375,Late Delivery,2026-03-11,Late Delivery,1,Sellable,Processed,2026-03-11,2026-03-14,2980.81,51.55,28.85,2,Yes
4582,5492,9376,Wrong Item,2026-04-05,Not as Described,1,Sellable,Processed,2026-04-05,,1151.25,92.5,47.0,2,Yes
4583,5492,9377,Late Delivery,2026-04-06,Changed Mind,1,Damaged,Processed,2026-04-06,2026-04-07,1351.37,97.11,32.63,2,Yes
4584,5492,9380,Late Delivery,2026-04-04,Product Quality,1,Sellable,Processed,2026-04-04,2026-04-06,20246.89,70.93,37.52,9,Yes
4585,5505,9403,Quality Issue,2025-11-10,Product Quality,1,Sellable,Processed,2025-11-10,2025-11-14,2677.84,171.76,24.9,5,Yes
4586,5508,9409,Quality Issue,2025-12-06,Size/Fit Issue,1,Sellable,Processed,2025-12-06,2025-12-08,2312.96,73.32,26.46,2,Yes
4587,5520,9427,Quality Issue,2025-05-19,Product Quality,1,Sellable,Processed,2025-05-19,2025-05-22,1161.26,76.29,49.37,8,Yes
4588,5528,9442,Late Delivery,2025-08-21,Changed Mind,1,Sellable,Processed,2025-08-21,2025-08-24,53857.66,146.42,49.16,7,Yes
4589,5530,9448,Quality Issue,2025-11-05,Product Quality,1,Sellable,Failed,2025-11-05,2025-11-08,1953.88,85.77,16.95,5,Yes
4590,5537,9462,Late Delivery,2025-12-20,Size/Fit Issue,1,Sellable,Processed,2025-12-20,2025-12-24,2682.72,75.31,48.59,2,Yes
4591,5549,9486,Late Delivery,2025-12-31,Damaged Product,1,Sellable,Processed,2025-12-31,2026-01-02,990.24,130.56,45.67,2,Yes
4592,5560,9505,Quality Issue,2026-03-26,Changed Mind,1,Sellable,Processed,2026-03-26,2026-03-28,2354.49,67.51,45.89,5,Yes
4593,5563,9509,Late Delivery,2024-09-06,Damaged Product,1,Sellable,Processed,2024-09-07,2024-09-10,27654.79,164.86,31.74,2,Yes
4594,5567,9514,Late Delivery,2026-05-28,Product Quality,1,Sellable,Processed,2026-05-28,2026-05-31,3473.03,115.57,20.38,4,Yes
4595,5586,9544,Wrong Item,2025-04-01,Damaged Product,1,Opened,Pending,2025-04-01,2025-04-04,5456.54,117.85,33.74,1,Yes
4596,5593,9553,Wrong Item,2025-04-12,Product Quality,2,Damaged,Processed,2025-04-12,2025-04-13,106630.12,71.87,22.82,6,Yes
4597,5600,9562,Quality Issue,2026-01-14,Size/Fit Issue,1,Opened,Processed,2026-01-14,2026-01-18,3405.71,71.56,46.59,4,Yes
4598,5601,9563,Wrong Item,2026-02-24,Product Quality,1,Sellable,Pending,2026-02-24,2026-02-25,1478.56,149.29,17.47,8,Yes
4599,5601,9564,Late Delivery,2026-02-22,Not as Described,1,Sellable,Processed,2026-02-22,2026-02-23,2633.38,96.45,35.99,6,Yes
4600,5603,9566,Quality Issue,2025-07-09,Changed Mind,1,Opened,Processed,2025-07-09,2025-07-11,1056.84,84.88,40.86,2,Yes
4601,5615,9585,Wrong Item,2024-09-08,Late Delivery,1,Sellable,Processed,2024-09-08,,3300.09,126.39,37.07,4,Yes
4602,5621,9591,Quality Issue,2026-01-06,Not as Described,1,Sellable,Processed,2026-01-07,2026-01-08,1532.5,150.98,36.25,6,Yes
4603,5630,9610,Wrong Item,2025-09-11,Product Quality,1,Opened,Processed,2025-09-11,,1553.01,124.55,34.7,5,Yes
4604,5632,9616,Wrong Item,2025-07-07,Damaged Product,1,Sellable,Pending,2025-07-07,2025-07-10,3509.57,146.82,28.72,7,Yes
4605,5632,9617,Late Delivery,2025-07-10,Changed Mind,1,Sellable,Processed,2025-07-10,,2219.5,154.62,39.06,2,Yes
4606,5633,9619,Quality Issue,2025-08-19,Damaged Product,1,Sellable,Processed,2025-08-19,,40646.43,157.06,46.23,4,Yes
4607,5636,9623,Wrong Item,2025-09-23,Not as Described,1,Damaged,Processed,2025-09-23,2025-09-24,4276.25,117.46,32.84,4,Yes
4608,5642,9631,Quality Issue,2026-03-02,Late Delivery,1,Defective,Processed,2026-03-02,2026-03-04,69991.07,116.39,42.71,5,Yes
4609,5646,9636,Quality Issue,2026-07-01,Not as Described,1,Sellable,Failed,2026-07-01,2026-07-04,2785.23,110.19,34.94,8,Yes
4610,5649,9640,Late Delivery,2024-10-09,Not as Described,1,Sellable,Pending,2024-10-10,2024-10-13,4499.31,92.26,29.71,1,Yes
4611,5653,9646,Quality Issue,2025-03-11,Damaged Product,1,Damaged,Processed,2025-03-11,2025-03-15,74299.36,122.08,15.44,2,Yes
4612,5685,9699,Quality Issue,2026-01-12,Late Delivery,1,Opened,Processed,2026-01-12,2026-01-15,9210.89,94.28,40.31,5,Yes
4613,5695,9715,Late Delivery,2025-01-13,Changed Mind,1,Opened,Processed,2025-01-14,2025-01-17,2161.01,93.17,37.49,6,Yes
4614,5696,9719,Quality Issue,2025-02-14,Size/Fit Issue,1,Opened,Pending,2025-02-14,2025-02-17,3875.24,138.56,17.2,2,Yes
4615,5699,9722,Quality Issue,2025-10-10,Damaged Product,1,Opened,Processed,2025-10-10,2025-10-11,2056.64,82.15,43.87,4,Yes
4616,5701,9724,Late Delivery,2025-12-21,Changed Mind,1,Opened,Processed,2025-12-22,2025-12-23,3444.4,97.29,45.58,4,Yes
4617,5702,9725,Quality Issue,2025-08-22,Product Quality,1,Damaged,Pending,2025-08-23,2025-08-26,4280.28,172.42,48.02,3,Yes
4618,5706,9737,Wrong Item,2025-12-12,Late Delivery,1,Defective,Processed,2025-12-12,2025-12-16,1153.66,120.93,37.52,8,Yes
4619,5710,9742,Late Delivery,2026-08-05,Size/Fit Issue,1,Sellable,Processed,2026-08-05,2026-08-09,627.2,109.18,30.68,8,Yes
4620,5720,9759,Wrong Item,2025-09-25,Changed Mind,2,Opened,Processed,2025-09-26,2025-09-27,60086.28,77.79,40.23,2,Yes
4621,5723,9766,Late Delivery,2026-01-03,Product Quality,1,Opened,Processed,2026-01-03,2026-01-05,2523.95,165.31,42.82,2,Yes
4622,5729,9778,Late Delivery,2025-04-11,Late Delivery,1,Damaged,Processed,2025-04-12,,1714.84,69.38,39.6,8,Yes
4623,5731,9781,Quality Issue,2025-08-26,Not as Described,1,Opened,Processed,2025-08-26,2025-08-30,13907.3,165.2,41.67,6,Yes
4624,5735,9786,Late Delivery,2025-07-06,Late Delivery,2,Opened,Processed,2025-07-06,,117644.82,177.21,27.23,7,Yes
4625,5736,9788,Late Delivery,2026-01-18,Damaged Product,1,Sellable,Processed,2026-01-18,2026-01-21,3117.76,158.81,20.35,3,Yes
4626,5737,9789,Wrong Item,2026-02-17,Product Quality,1,Sellable,Processed,2026-02-17,2026-02-18,3221.81,154.52,47.87,4,Yes
4627,5740,9797,Wrong Item,2024-12-20,Size/Fit Issue,1,Opened,Processed,2024-12-20,2024-12-24,1692.51,62.44,41.54,1,Yes
4628,5746,9808,Quality Issue,2026-02-03,Changed Mind,1,Opened,Processed,2026-02-03,2026-02-07,65460.34,77.48,29.86,3,Yes
4629,5748,9811,Wrong Item,2026-03-23,Size/Fit Issue,1,Sellable,Processed,2026-03-23,2026-03-24,2820.53,121.29,27.8,4,Yes
4630,5749,9813,Quality Issue,2025-11-03,Not as Described,1,Opened,Processed,2025-11-03,,1931.15,63.73,29.47,5,Yes
4631,5750,9815,Wrong Item,2025-12-13,Not as Described,1,Sellable,Processed,2025-12-13,2025-12-14,3969.09,82.09,25.34,6,Yes
4632,5761,9833,Quality Issue,2025-05-05,Size/Fit Issue,3,Sellable,Processed,2025-05-05,2025-05-07,9905.97,108.68,27.98,5,Yes
4633,5782,9867,Wrong Item,2025-05-01,Damaged Product,1,Sellable,Pending,2025-05-02,,0.0,119.36,26.06,2,No
4634,5782,9868,Late Delivery,2025-05-01,Damaged Product,1,Sellable,Processed,2025-05-02,2025-05-05,96292.57,141.41,27.42,4,Yes
4635,5784,9871,Late Delivery,2025-07-10,Product Quality,1,Opened,Processed,2025-07-11,2025-07-14,15491.69,60.94,18.98,8,Yes
4636,5790,9884,Wrong Item,2026-08-03,Late Delivery,1,Opened,Processed,2026-08-03,2026-08-06,2008.67,120.38,21.18,9,Yes
4637,5791,9885,Wrong Item,2026-01-27,Size/Fit Issue,1,Sellable,Processed,2026-01-28,2026-02-01,1492.59,179.6,35.95,3,Yes
4638,5791,9886,Quality Issue,2026-01-30,Changed Mind,1,Defective,Processed,2026-01-30,2026-02-01,7044.95,151.74,36.66,7,Yes
4639,5799,9895,Quality Issue,2026-01-20,Damaged Product,1,Sellable,Processed,2026-01-20,,0.0,156.46,39.15,6,No
4640,5799,9896,Late Delivery,2026-01-26,Not as Described,1,Opened,Processed,2026-01-26,2026-01-30,3270.04,117.35,18.63,7,Yes
4641,5800,9898,Late Delivery,2025-08-13,Size/Fit Issue,1,Defective,Pending,2025-08-14,2025-08-17,3197.82,69.49,16.04,3,Yes
4642,5801,9899,Late Delivery,2025-09-29,Size/Fit Issue,2,Sellable,Pending,2025-09-29,2025-10-01,6137.67,171.23,46.41,3,Yes
4643,5802,9902,Wrong Item,2025-05-20,Changed Mind,1,Sellable,Processed,2025-05-20,2025-05-24,5175.68,144.42,27.31,2,Yes
4644,5805,9908,Quality Issue,2025-01-10,Product Quality,1,Sellable,Processed,2025-01-10,2025-01-13,106877.4,143.04,26.58,8,Yes
4645,5808,9912,Wrong Item,2025-05-02,Changed Mind,1,Sellable,Failed,2025-05-02,,3870.15,80.82,39.64,9,Yes
4646,5810,9915,Quality Issue,2024-11-13,Damaged Product,1,Damaged,Processed,2024-11-13,2024-11-16,3692.9,162.94,21.27,4,Yes
4647,5819,9928,Quality Issue,2025-12-09,Damaged Product,1,Sellable,Processed,2025-12-09,2025-12-13,959.8,168.65,25.6,3,Yes
4648,5822,9937,Quality Issue,2025-10-27,Size/Fit Issue,1,Damaged,Processed,2025-10-28,2025-10-29,2377.31,97.22,39.64,7,Yes
4649,5823,9939,Quality Issue,2025-11-22,Changed Mind,1,Defective,Processed,2025-11-22,2025-11-24,131194.89,78.26,21.21,5,Yes
4650,5828,9945,Quality Issue,2026-02-12,Product Quality,1,Opened,Processed,2026-02-12,2026-02-16,3727.82,127.58,47.0,3,Yes
4651,5831,9950,Quality Issue,2026-05-14,Product Quality,1,Opened,Processed,2026-05-14,2026-05-17,1789.37,160.37,18.2,9,Yes
4652,5832,9954,Wrong Item,2024-12-30,Late Delivery,1,Opened,Pending,2024-12-30,,0.0,104.88,42.64,2,No
4653,5834,9957,Late Delivery,2025-02-04,Product Quality,1,Sellable,Processed,2025-02-04,,0.0,179.15,48.15,9,No
4654,5836,9961,Wrong Item,2025-11-26,Product Quality,1,Sellable,Failed,2025-11-26,2025-11-30,4518.15,132.81,33.39,8,Yes
4655,5869,10019,Quality Issue,2025-07-14,Product Quality,2,Damaged,Failed,2025-07-14,,3025.87,100.31,28.28,8,Yes
4656,5870,10022,Quality Issue,2025-08-03,Size/Fit Issue,1,Sellable,Processed,2025-08-03,2025-08-07,2322.5,156.79,17.11,4,Yes
4657,5872,10027,Wrong Item,2024-08-25,Changed Mind,1,Sellable,Processed,2024-08-26,2024-08-27,7178.02,176.95,46.17,1,Yes
4658,5880,10043,Quality Issue,2025-09-15,Product Quality,1,Sellable,Processed,2025-09-16,2025-09-17,51993.79,92.97,46.1,3,Yes
4659,5880,10044,Wrong Item,2025-09-18,Size/Fit Issue,1,Sellable,Processed,2025-09-18,2025-09-22,2421.46,72.68,31.26,1,Yes
4660,5890,10058,Late Delivery,2026-08-03,Damaged Product,1,Sellable,Processed,2026-08-03,,1071.66,76.2,46.94,1,Yes
4661,5891,10061,Quality Issue,2025-05-09,Not as Described,1,Damaged,Processed,2025-05-09,2025-05-12,3198.99,101.22,34.33,1,Yes
4662,5899,10075,Late Delivery,2025-02-21,Damaged Product,1,Sellable,Processed,2025-02-21,2025-02-24,673.12,63.23,15.7,5,Yes
4663,5899,10076,Wrong Item,2025-02-20,Damaged Product,1,Damaged,Processed,2025-02-20,,870.31,144.79,34.69,2,Yes
4664,5904,10085,Quality Issue,2025-01-09,Product Quality,1,Damaged,Processed,2025-01-09,,0.0,166.83,49.91,2,No
4665,5914,10100,Quality Issue,2026-05-12,Product Quality,1,Damaged,Processed,2026-05-13,2026-05-17,2847.02,114.99,48.28,3,Yes
4666,5923,10114,Wrong Item,2024-12-18,Changed Mind,1,Opened,Processed,2024-12-18,2024-12-22,1981.3,115.53,49.46,6,Yes
4667,5932,10137,Wrong Item,2025-10-04,Size/Fit Issue,1,Opened,Processed,2025-10-04,2025-10-05,1446.76,155.74,21.33,9,Yes
4668,5947,10159,Quality Issue,2026-03-20,Product Quality,1,Opened,Processed,2026-03-21,,3842.76,94.47,43.41,7,Yes
4669,5954,10173,Quality Issue,2024-11-22,Not as Described,2,Sellable,Processed,2024-11-22,2024-11-25,148255.54,145.87,45.9,2,Yes
4670,5971,10192,Late Delivery,2025-08-27,Changed Mind,1,Opened,Processed,2025-08-27,2025-08-30,2444.48,80.39,21.35,4,Yes
4671,5971,10195,Quality Issue,2025-08-30,Damaged Product,1,Damaged,Processed,2025-08-30,2025-09-03,1102.47,87.92,43.39,5,Yes
4672,5985,10213,Late Delivery,2025-12-11,Damaged Product,1,Opened,Processed,2025-12-11,2025-12-15,848.45,131.59,36.99,4,Yes
4673,5986,10214,Wrong Item,2026-01-17,Product Quality,1,Sellable,Processed,2026-01-17,2026-01-21,45148.9,113.17,18.48,3,Yes
4674,5996,10230,Late Delivery,2025-11-22,Product Quality,1,Sellable,Processed,2025-11-23,2025-11-24,2245.24,117.2,27.62,8,Yes
4675,5998,10233,Quality Issue,2026-01-05,Damaged Product,2,Damaged,Processed,2026-01-05,,0.0,91.49,43.03,7,No
4676,6006,10244,Late Delivery,2025-03-12,Not as Described,1,Defective,Processed,2025-03-13,2025-03-16,29009.65,94.3,32.12,8,Yes
4677,6008,10246,Wrong Item,2024-11-07,Damaged Product,1,Damaged,Processed,2024-11-08,2024-11-12,3894.86,113.21,39.63,8,Yes
4678,6015,10262,Late Delivery,2025-09-29,Product Quality,1,Sellable,Pending,2025-09-30,2025-10-02,56484.03,108.09,24.59,2,Yes
4679,6021,10272,Late Delivery,2025-05-15,Damaged Product,1,Opened,Processed,2025-05-15,2025-05-16,904.65,77.71,34.86,2,Yes
4680,6022,10273,Quality Issue,2025-05-27,Damaged Product,1,Sellable,Processed,2025-05-28,2025-06-01,4722.07,98.09,39.92,7,Yes
4681,6023,10275,Quality Issue,2025-04-28,Product Quality,1,Sellable,Processed,2025-04-29,2025-05-01,2704.23,86.96,27.01,5,Yes
4682,6025,10282,Late Delivery,2025-07-15,Product Quality,1,Defective,Pending,2025-07-15,2025-07-19,3391.82,64.12,29.93,5,Yes
4683,6037,10304,Late Delivery,2024-11-24,Late Delivery,1,Opened,Processed,2024-11-24,2024-11-27,65415.55,81.22,20.76,1,Yes
4684,6039,10306,Wrong Item,2025-01-11,Size/Fit Issue,1,Sellable,Processed,2025-01-11,2025-01-15,1391.2,124.74,46.8,9,Yes
4685,6040,10309,Quality Issue,2024-12-04,Size/Fit Issue,1,Defective,Processed,2024-12-04,2024-12-07,5224.75,115.67,27.96,2,Yes
4686,6041,10312,Late Delivery,2024-12-26,Size/Fit Issue,1,Opened,Pending,2024-12-26,2024-12-27,1582.9,93.18,27.95,6,Yes
